INGRESO CORRIENTE
41722.167303879454
3352.6768071046863
4823.077174893943
5639.6834162444975
6247.442662197189
6815.444339306437
7488.129360155149
7947.282216614393
8552.08693699753
8937.72184700797
9424.442962484847
9941.288495714574
10223.549442360692
10682.225030173506
11124.06973510443
11493.471874760584
11970.481698846157
12212.921763462004
12569.278977020691
12826.770862926322
13133.062319009316
13481.587334412367
13913.094561070226
14230.070345977632
14576.152444668513
15124.300642331486
15693.166131472351
16088.698247160457
16507.15981219868
16956.98394432351
17381.05102476076
17881.381825205142
18348.689093919576
18735.172919547655
19161.526122658506
19707.16156922477
20408.92330354652
20850.026073601188
21334.719235930224
21879.048939886517
22440.490551576608
22840.079410424813
23342.28260494982
23890.874897647493
24536.468764790196
25070.231205150725
25817.188051780595
26443.615406235855
27012.051826541843
27675.878927417787
28224.824834970317
28746.807393190476
29497.818097129948
30204.922144542667
30844.46006385618
31575.85648247586
32434.622032084975
33254.322911389296
34191.685394368506
34957.331190207005
35587.696310432264
36542.52351606074
37452.37158078481
38142.13542664262
39066.19847802247
40182.265583546425
40973.09655869109
41776.66538777724
42632.3817770452
43614.870186849745
44526.887515730596
45582.61016002256
47122.56523308012
48102.833907199805
49448.332643744776
50345.704050637636
51610.29822555349
52591.96068794425
53592.1585777967
55038.95380007204
56620.519888321585
59153.14914229898
60785.40151134741
63822.92883427586
66250.44648207814
67997.85266025296
70577.90016685985
73647.35713687685
76981.17384141278
79566.18314138232
83395.30939390254
88138.55056622818
92714.97964104751
97548.74377286188
104054.71842153261
113090.61744839764
122900.16202969615
134797.49963479346
159418.0529921142
187931.79094187706
338025.67801572295
